Assunto,Tipo de pedido,Detalhamento
"solicito a colocação de três lâmpadas de poste de iluminação pública, na Rua Mato Grosso, na altura dos números 14 e 17, Bairro - Chácara Guanabara.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicito informações referente as especialidades médicas e quantidades de profissionais na rede pública municipal de saúde, conforme ofício anexo à peça inaugural.",SERVIÇO,Outros
"solicito informações relativas ao Programa Melhor em Casa, conforme ofício anexo à peça inaugural.",ATENDIMENTO,Outros
"solicito o serviço de limpeza e desobstrução da boca de lobo situada na Rua Benedito José Pacheco, Distrito – Jundiapeba.",SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
"solicito os estudos para a implantação de uma Academia Terceira Idade - ATI e uma pista de caminhada, no canteiro do terreno situado entre a Avenida Eulina Rosa dos Santos e a Avenida Elbio Frederici Pacheco, próximo à Escola Municipal Doutor Luiz Beraldo de Miranda.",SERVIÇO,Manutenção Academia da Terceira Idade - SMEL
"solicito a visita técnica, regularização de CED, e recolhimento de filhotes na Travessa Antônio Rozeno de Lima, n° 750, Casa 07, Bairro – Quatinga.",SERVIÇO,Outros
solicito os estudos necessários para instalação de equipamento de calistenia no Parque Airton Nogueira.,IMPLANTAÇÃO,Outros
"solicito a instalação de fechadura, no portão que dá acesso para a quadra da E.M. Monteiro Lobato, situada na Rua Abel José da Silva, número 305 – Ponte Grande.",IMPLANTAÇÃO,Outros
"solicito o anteprojeto de Lei que dispõe sobre a implementação de locais de repouso para profissionais de enfermagem, nas unidades de saúde públicas e privadas do município.",ATENDIMENTO,Outros
Solicitação para serviço de supressão e replantio de árvore.,SERVIÇO,Supressão de Árvore
Solicitação para serviço de supressão e replantio de árvore.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação de análise para ideniticação de ruas ou logradouros que não possuam denominação oficial.,ATENDIMENTO,Outros
"Solicitação para limpeza e retiradade lixo, madeiras e entulhos acumulados.",SERVIÇO,Coleta de Lixo/Entulho - SMSUZ
Solicitação para reparo e tapa-buraco,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicitação para serviços de roçagem e capinação em toda a extensão da avenida,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para reforço de equipes de segurança para acompanhar uma manifestação popular,EVENTO,Guarda Municipal - EVENTO - SMSEG
Solicitação para fechamento de via para realização de festa de dia das crianças,EVENTO,Autorização de Evento - SMSEG
Solicitação de poda de árvore,SERVIÇO,Poda de Árvore - SMAPA
Solicitação de trocas de lâmpadas nos postes de iluminação pública,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicitação para inclusão de novos horários de ônibus na linha E391C - Vila Moraes - Boa Vista,ATENDIMENTO,Horário de ônibus - SMMT
Solicitação para inclusão de novos horários de ônibus na linha C602 que transita na Estrada Antiga Imperial -Vila São Paulo,ATENDIMENTO,Horário de ônibus - SMMT
Solicitação de limpeza e capinação de guias e sarjetas por toda extensão da via.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da rua Joaquim Maria de Jesus - Mogilar.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas por toda extensão da Rua Henriqueta Batalha Arouche e Rua Santos Dumont - Vila Nancy,SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para a implantação de fresas em trecho na Rua dos Vicentinos, altura do número 2.019 - Vila Natal",SERVIÇO,Outros
"Solicitação de esclarecimentos quanto a destinação de um terreno localizado na Rua Adriano Pereira, 1500 - Jundiapeba",ATENDIMENTO,Outros
"Solicitação para verificação de ocupação irregular de área localizada na Rua Adriano Pereira, 1500 - Jundiapeba.",VISTORIA,Ocupação Irregular
"Solicitação para verificar se área localizada na Rua Adriano Pereira, 1500 - Jundiapeba, integra o patrimônio público municipal, ou se trata de área de domínio particular.",VISTORIA,Outros
"Solicitação para implantação de boca de lobo em trecho na Rua Equador, 93 - Jundiapeba",IMPLANTAÇÃO,Implantação de Boca de lobo - SMSUZ
"Solicitação para pavimentação na Travessa Salgado Filho localizado entre as ruas Dr. Miguel Vieira Ferreira e Rua Icaro, Jardim Aeroporto III.",IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
"Solicitação para realização de inspeção técnica robotizada na rede coletora de águas pluviais localizada na Rua Dr. Miguel Vieira Ferreira, 211 - Jardim Aeroporto III.",SERVIÇO,Manutenção Drenagem - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da Rua Takahashi Watanabe - Mogilar,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da Rua Sebastião Michel Miguel - Residencial Cocuera,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da Rua Aniz Tanuz Resek - Residencial Cocuera,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da Rua Ernesto Ferrelli - Residencial Cocuera,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para serviços de limpeza e capinação de guias e sarjetas em toda extensão da Travessa Dois - Residencial Cocuera,SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para pintura de solo (PARE) nos cruzamentos das Ruas Conjunto Residencial Cocuera, devido a mesma estar apagada.",SERVIÇO,Manutenção Sinalização viária - SMMT
Solicitação para limpeza e roçagem da gruta Santa Terezinha na Avenida Benedito Pereira de Faria - Jardim Aracy,SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para implementação de braços de iluminação pública e luminárias nos postes da Rua Particular entre os números 204,211,209 e 210 - Vila Moraes",IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
Solicitação para intensificação de rondas policiais no bairro Mogilar,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
Solicitação para restauração da ponte de madeira danificada com risco de desabamento.,SERVIÇO,Manutenção ponte de madeira - SMSUZ
Solicitação para utilização do campo de futebol do Centro Esportivo de Biritiba Ussú,EVENTO,Uso de ginásio/quadra esportiva - SMEL
Solicitação para estudo de poda de árvore,SERVIÇO,Poda de Árvore - SMAPA
"Solicitação para limpeza, roçada e desassoramento nas mediações do córrego do Bento que corta todo o bairro Jardim Aracy",SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para fechamento de rua para realização de evento religioso,EVENTO,Interdição de Via - SMMT
Solicitação para manutenção da Escola Rural do Bairro São João,SERVIÇO,Manutenção Unidade Escolar - SME
Solicitação para melhoria de iluminação no portão da entrada do Parque Airton Nogueira,SERVIÇO,Manutenção de Parques (Ayrton Nogueira e da Cidade)
Solicitação para serviços de limpeza no campo Margarida,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para empréstimo da bandeira da cidade para equipe que representará Mogi das Cruzes no campeonato mundial de jiu-jitsu.,ATENDIMENTO,Outros
Solicitação para aumento de policiamento nos horários de entrada/saída da escola Rodolpho Mehlmann (07:00 e as 15:30) devido ao grande número de usuários de drogas que ficam ao redor da escola.,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicitação para aumento de policiamento no campo localizado na Rua Dora próximo ao número 271, pois o local vem sendo utilizado para realização de fluxos e paredões de som.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
Solicitação para empréstimo da quadra de voley do centro esportivo Jardim Camila para realização de torneio de voley da Igreja Adventista do Jardim São Pedro.,EVENTO,Uso de ginásio/quadra esportiva - SMEL
"Solicitação para aumento das rondas da Guarda Civil Municipal nas imediações da escola Jacks Grinberg, bem como nas vias do Residencial Mirage e da Avenida Amazonas.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicitação para implantação de redutor de velocidade e sinalização necessária na Av. Francisco Rodrigues Filho nas proximidades da rotatória da Av. Felipe Sawaya, bairro Botujuru.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
Solicitação para manutenção em todas as cabines de cobrança de estacionamento regulamentado (zona azul),SERVIÇO,Outros
"Solicitação para implantação de redutor de velocidade e sinalização vertical e horizontal na Rua João Mariano de Paula, 236",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"Solicitação para serviços de limpeza e poda de mato em terreno localizado na Av. Maurilio de Souza Filho, próximo ao Ecoponto no bairro Parque Olimpico.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para permissão de estacionamento de carros na localidade da Rua Salvador Cabral, entre os números 626 ao 704.",IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
Solicitação para implantação de área de embarque e desembarque dos alunos da Escola Cultuta Inglesa localizada no Parque Monte Líbano,IMPLANTAÇÃO,Implantação de Local de Embarque e Desembarque - SMMT
"Solicitação de implantação de guias e sarjetas e posterior recapeamento na Avenida Japão entre o Conjunto Santo Angelo e Parque São Martinho, (entre os números 8.300 a 10.400).",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"Solicitação para instalação de câmera de monitoramento na viela localizada na Rua Professor Gumercindo Coelho, 635, Vila Cecilia.",IMPLANTAÇÃO,Implantação de Câmera de Monitoramento
"Solicitação para estudos visando a construção de uma praça com área de lazer e pratica de esporte na viela localizada na Rua Professor Gumercindo Coelho, 635",IMPLANTAÇÃO,Implantação de Área de Lazer
"Solicitação para implantação de placas de sinalização (proibido parar/estacionar) na Avenida José Glicério de Melo, 1.635.",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"Solicitação para estudos para possível poda de árvore na Rua Doutor Frederico Renê de Jaegher, 231.",SERVIÇO,Poda de Árvore - SMAPA
"Solicitação para implantar via de mão única na Rua Paulo Leite de Siqueira, quarteirão da Escola Municipal Helena Urbano.",SERVIÇO,Mudanças no Trânsito
"Solicitação para implantar um semáforo na Avenida Shozo Sakai, 950",IMPLANTAÇÃO,Outros
Solicitação para manutenção e restabelecimento da iluminação pública em toda a extensão da Avenida Villela Ferreira.,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"Solicitação para serviços de tapa-buraco na Avenida Almerinda Villela Ferreira, 113.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicitação para substituição da placa de identificação /nomenclatura da unidade escolar CEIM Professora Helena Brasil Rezende.,SERVIÇO,Outros
"Solicitação para criação de um centro de lutas e artes marciais a ser implantado na Praça da Juventude, localizada na Rua Brigadeiro Newton Braga.",IMPLANTAÇÃO,Implantação de Área de Lazer
Solicitação de cascalhamento reforçado com pó de brita na estrada do Procópio (1° km a partir do condominio Residencial Veneza).,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Solicitação de drenagem e cascalhamento na Rua Tailândia, 768.",SERVIÇO,Nivelamento e Cascalhamento
Solicitação para instalação de canaleta de escoamento na Estrada Saguenta Oda.,SERVIÇO,Manutenção Drenagem - SMSUZ
Solicitação para limpeza e instalação de placas de proibição de descarte irregular na Estrada Saguenta Oda.,SERVIÇO,Outros
"Solicitação para supressão de árvore localizada na Avenida Cabo Diogo Oliver, 525.",SERVIÇO,Poda de Árvore - SMAPA
Solicitação para instalação de área de canalização (faixa zebrada) no trecho entre a Rua Antônio Otávio Gomes em confluência com a Rua João Climaco de Miranda.,SERVIÇO,Manutenção Sinalização viária - SMMT
Solicitação para averiguação de uma cratera existente no Condominio Apoema 2.,SERVIÇO,Outros
"Solicitação para serviços de limpeza e capinação da Praça localizada na confluência da Rua Capitão Joaquim de Melo Freire com a Rua José Colela, defronte a escola Brasilis.",SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para manutenção do passeio público (calçada) da Rua Deodato Wertheimer próximo ao número 1.107.,SERVIÇO,Outros
"Solicitação para execução dos serviços de recuperação de sarjeta na Rua Professora Lucinda Bastos, 1471.",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
Solicitação para execução de serviços de pintura na sinalização de lombada localizada na Rua Lucinda Bastos.,SERVIÇO,Manutenção Sinalização viária - SMMT
Solicitações para nivelamento da calçada localizada na Rua Deodato Wertheimer (próximo ao trilho do trem).,SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"Solicitção de apoio dos Departamento de Trânsito e Guarda Municipal para acompanhamento de evento a ser realizado na Rua Capitão Manoel Rudge (5 quarteirões), no dia 13/11 das 18h00 às 20h00.",EVENTO,Serviços Evento - SMMT
"Solicitação de instalação de totem de segurança na praça localizada na Rua Água Doce travessa da Avenida Monções, próximo ao número 515.",IMPLANTAÇÃO,Implantação de Totem de Segurança
"Solicitação de obras e reformas na captação de águas pluviais na Avenida Jordânia, 90 A",IMPLANTAÇÃO,Outros
Solicitação para realização de estudos técnicos com o objetivo de implantar uma lombada na Rua Lázaro Pinto de Souza.,IMPLANTAÇÃO,Implantação de Lombada - SMMT
"Solicitação para a poda de duas árvores na Rua Jair Salvarani, 354.",SERVIÇO,Poda de Árvore - SMAPA
"Solicitação para a poda de duas árvores na Rua Uganda, 236.",SERVIÇO,Poda de Árvore - SMAPA
"Solicitação de estudos técnicos para implantação de faixa de pedestre e redutor de velocidade na Avenida Francisco Rodrigues Filho, 7.082.",IMPLANTAÇÃO,Implantação de Faixa de Pedestres - SMMT
"Solicitação de limpeza e remoção de entulho do terreno localizado na Rua Laos, travessa com a Rua Manoel Lino da Silva.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para realização de poda de mato na Rua Professora Ofélia Cirino Malozze, em frente ao número 218.",SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação para realização de serviços de tapa-buraco na Rua Professora Ofélia Cirino Malozze, altura do número 218.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicitação para revitalização da faixa de pedestres e manutenção na botoeira de travessia localizada na Avenida Pedro Romero, 283.",SERVIÇO,Manutenção Sinalização viária - SMMT
Solicitação de estudos técnicos para manutenção da calçada e revitalização do guarda-corpo na Rua Professor Armindo Faustino de Mello com a Rua Elias Pinheiro Nobre.,SERVIÇO,Manutenção Gradil de Proteção/Escadaria/Viela
"solicitação de notificação ao proprietário responsável pela calçada localizada na Rua Deodato Wertheimer, 1107, a fim de que seja realizada a devida manutenção.",VISTORIA,Manutenção de Calçada
"Solicitação de estudos técnicos para readequação do poste de semáforo localizado na Rua Ipiranga, 457, sua localização atual compromete a segurança e mobilidade de pedestres.",SERVIÇO,Outros
"Solicitação para a realização de manutenção e substituição imediata da tampa de esgoto localizada na Rua Horácia de Lima Barbosa, nas proximidades dos números 138 e 155.",SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
"Solicitação para limpeza, capinação e roçagem, por toda extensão da Avenida Paraguai (em frente ao número 63).",SERVIÇO,Limpeza Pública - SMSUZ
Solicitação para disponibilização de um ônibus para trabsporte da equipe de vôlei que representará o município nos Jogos Universitários da Saúde.,SERVIÇO,Solicitação de Ônibus
"Solicitação para utilização da Escola Municipal Professora Florisa Faustino Pinto, localizada na Rua Tonga, 20 - Jardim Aeroporto I, nos dias 20 e 21/12 para a realização de ação social de final do ano.",EVENTO,Outros
"Solicitação de autorização de uso do estádio Francisco Ribeiro Nogueira (Nogueirão) para o dia 06/12 à empresa Aços Vital, a medida tem como finalidade a realização de partida de futebol beneficente.",EVENTO,Uso de ginásio/quadra esportiva - SMEL
"Solicitação para utilização do Parque Botyra Camorim Gatti, para realização de evento social de caráter evangelístico no dia 22 de novembro de 2025.",EVENTO,Autorização de Evento - SMSEG
"Solicita autorização para realização de evento a ocorrer em 06 de dezembro no Centro de Artes Marcias Jackson Durães, solicita também disponibilidade de ambulância com equipe médica do SAMU e apoio das equipes de segurança.",EVENTO,Autorização de Evento - SMSEG
Solicitação de estudos para revisão de sinalização de trânsito referente à proibição de estacionamento em trecho residencial na Rua Engenheiro Gualberto.,SERVIÇO,Manutenção Sinalização viária - SMMT
Solicitação para serviços de limpeza e roçada na Rua Lázaro Pinto de Souza - Parque Santana.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitações de estudos necessários para implantação de bocas de lobo ou galerias para escoamento da água da chuva na Rua Antônio Gonçalves.,IMPLANTAÇÃO,Implantação de Boca de lobo - SMSUZ
Solicitações de estudos necessários para recapeamento asfáltico na Rua Isabel Cristina Xavier Ffranco.,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicitação de agentes de trânsito para acompanhamento de evento a ser realizado em 30 de novembro no Templo Zenguenji localizado na Rua Francisco Rodrigues Passos.,EVENTO,Serviços Evento - SMMT
Solicitação de nivelamento e colocação de areia na quadra de beach tênis localizada no parque da cidade.,SERVIÇO,Manutenção de Parques (Ayrton Nogueira e da Cidade)
Solicitação para serviços de retirada de lixo e entulhos no terreno ao lado da elevatória do SEMAE na Rua Prefeito Adolfo Cardoso.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação de serviços de limpeza e capinação da Academia da Terceira Idade (ATI) da Rua Prefeito Adolfo Cardoso.,SERVIÇO,Limpeza Pública - SMSUZ
Solicitação de serviços de limpeza e capinação em toda a extensão da Rua Prefeito Adolfo Cardoso.,SERVIÇO,Limpeza Pública - SMSUZ
"Solicitação de serviços de poda dos galhos secos, doentes ou danificados das bananeiras que estão na Praça Deputado Federal Paulo Kobayashi (praça do oito), localizada na Rua Jardelina de Almeida Lopes.",SERVIÇO,Poda de Árvore - SMAPA
Solicitação de serviços de poda corretiva em uma árvore localizada na Rua Prefeito Adolfo Cardoso em frente ao número 160.,SERVIÇO,Poda de Árvore - SMAPA
"Solicitação de serviços de manutenção no relógio da Praça Oswaldo Cruz, localizada na Rua Doutor Ricardo Vilela.",SERVIÇO,Outros
Solicitação de aumento de rondas da Guarda Municipal na Rua Onófrico Derencio.,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
Solicitação de autorização para disponibilização da carreta da junta das missões nacionais para realização de ação social entre os dias 29/08 a 01/09.,EVENTO,Outros
"Solicita autorização para realização de procissão juntamente com grupo de batedores para auxiliar e acompanhar todo trajeto em honra à Nossa Senhorea Imaculada Conceição, em 08/12/2025, após às 19h30.",EVENTO,Serviços Evento - SMMT
Solicita prorrogação de prazo para a notificação n° 16669,VISTORIA,Outros
Solicita providências necessárias para que seja feito uma ponte na divisa de município com a cidade de Santa Isabel,IMPLANTAÇÃO,Outros
Solicita instalação de placa de identificação de ponto de ônibus,IMPLANTAÇÃO,Outros
"Solicita notificação do proprietário do terreno localizado na Rua José Caporalli, esquina com a Travessa Gabriel Danunzio",VISTORIA,Manutenção em Terreno particular - SMSEG
Solicita disponibilização de 3 (três) ônibus,SERVIÇO,Solicitação de Ônibus
Solicita liberação do uso do campo de futebol do Estádio Francisco Ribeiro Nogueira (Nogueirão),EVENTO,Serviços Evento - SMEL
Solicita disponibilização de ambulância equipada para 5° edição do Festival de Flag 5X5 Interescolar,EVENTO,Ambulância para evento - SMS
"Solicita a instalação de grade de proteção de bueiro na Rua Dolores de Aquino, n° 1239, Jundiapeba",SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
Solicita realização de serviços de limpeza completa e remoção de resíduos na Rua São Vicente de Paulo,SERVIÇO,Limpeza Pública - SMSUZ
Solicita reforço da atuação da Guarda Civil Municipal (GCM) na Rua São Vicente de Paulo,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicita sinalização de curva perigosa na Av. Presidente Castelo Branco, altura do número 6.030",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
Solicita serviços de motonivelamento e cascalhamento em toda extensão da Estrada do Beija Flor,SERVIÇO,Nivelamento e Cascalhamento
"Solicita execução dos serviços de revitalização da sinalização de solo da Rua Prefeito Adolfo Cardoso, esquina com a Rua Avelino Pinto Rodrigues de Souza e Rua Nosso Senhor do Bonfim",SERVIÇO,Manutenção Sinalização viária - SMMT
Solicita execução dos serviços de pintura da faixa central de sinalização em toda a extensão da Avenida Presidente Castelo Branco,SERVIÇO,Manutenção Sinalização viária - SMMT
Solicita Execução dos serviços de poda de uma árvore localizada na Rua Raulindo Paiva,SERVIÇO,Poda de Árvore - SMAPA
Indica realização de poda de árvores na Estrada dos Cordeiros,SERVIÇO,Poda de Árvore - SMAPA
"Indica realização de poda de árvores localizadas na Rua A, Vila Moraes",SERVIÇO,Poda de Árvore - SMAPA
Indica realizar manutenção na Estrada da Mineração,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"Indica notificar o proprietário para capinação e limpeza de terreno localizado entre as ruas Aloísio de Azevedo e Três, no Jardim das Bandeiras",VISTORIA,Manutenção em Terreno particular - SMSEG
Indica realizar estudos para expansão de iluminação pública na Estrda dos Cordeiros,IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
"Indica execução de obras/serviços de limpeza e remoção de lixo e entulho, bem como para escoamento de águas pluviais em terreno localizado no cruzamento da Av. Júlio Simões e Av. Japão",VISTORIA,Manutenção em Terreno particular - SMSEG
Indica substituição de uma lâmpada queimada no poste de iluminação pública na Rua Mariana Najar,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Indica instalação de um ponto de ônibus na Avenida Cavalheiro Nami Jafet para atendimento da linha 114,IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
Indica revitalização da Quadra do Conjunto Álvaro Bovolenta,SERVIÇO,Manutenção de Área de Lazer
Indica execução de pavimentação asfáltica da Rua Boavista,IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
Indica implantação de cobertura de ponto de ônibus na Avenida Francisco Rodrigues Filho,IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
Indica implantação de área de lazer no Bairro Vila Nova Aparecida,IMPLANTAÇÃO,Implantação de Área de Lazer
Indica a conclusão da pavimentação asfáltica da Rua Luzia dos Santos Cardos,IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
Indica implantação de redutor de velocidade na Avenida Francisco Rodrigues Filho,IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"Infica roçada de mato, limpeza e remoção de entulho do terreno na Avenida Júlio Simões",VISTORIA,Manutenção em Terreno particular - SMSEG
Indica normalização do serviço de coleta de lixo domiciliar na Rua José Marcondes de Carvalho,SERVIÇO,Coleta de Lixo/Entulho - SMSUZ
Indica implantação de uma lombada na Rua Manoel Luiz Antônio Lopes,IMPLANTAÇÃO,Implantação de Lombada - SMMT
"Indica capinação, roçagem e limpeza na Rua Estrada Aroeira",SERVIÇO,Limpeza Pública - SMSUZ
Indica a instalação de brinquedotecas nas unidades do Centro de Apoio à Educação de Jovens e Adultos,IMPLANTAÇÃO,Outros
Indica a implantação de um cachorrodromo na Praça Deputado Federal Paulo Kobayashi (Praça do Oito),IMPLANTAÇÃO,Outros
Indica melhorar a iluminação do Parque da Cidade,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Indica implantação de Câmeras de Monitoramento,IMPLANTAÇÃO,Implantação de Câmera de Monitoramento
Indica roçagem de mato alto na área localizada na Rua Doutor José Juca Assi,VISTORIA,Manutenção em Terreno particular - SMSEG
"Indica substituir a atual ponte de madeira, conhecida como ""Ponte fo Jacaré"", por uma estrutura de concreto na Estrada Velha de Santa Isabel",SERVIÇO,Manutenção ponte de madeira - SMSUZ
Idica instalação de redutores de velocidade na Rua Professor José Veiga,IMPLANTAÇÃO,Implantação de Redutor de Velocidade
Indica implantação de sistem digital de emissão e envio de atestados médicos,IMPLANTAÇÃO,Outros
Indica realização de pavimentação da via e limpeza e desassoreamente do córrego da Rua Concórdia,IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
Indica manutenção asfáltica na Rua Domingos Torquato,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicita poda de árvore,SERVIÇO,Poda de Árvore - SMAPA
Solicita estudos para a majoração e equiparação dos valores pagos a Praças e Oficiais da Polícia Militar a título de Atividade Delegada e Pró-Labore no Município de Mogi das Cruzes,ATENDIMENTO,Outros
"Solicita estudos para alteração da natureza jurídica das verbas pagas aos Policiais Militares a título de Atividade Delegada e Pró=Labora, de remuneratória para indenizatória",ATENDIMENTO,Outros
Infica instalação de uma faixa de pedestres e semáforo na Av. José Glicério de Melo,IMPLANTAÇÃO,Implantação de Faixa de Pedestres - SMMT
Solicita limpeza das bocas de lobo localizadas na Rua Heitor Brasil,SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
Solicita autorização para a realização da XXI Olimíada Estadual dos Embaixadores do Rei do Estado de São Paulo,EVENTO,Autorização de Evento - SMSEG
Solicita poda de árvore,SERVIÇO,Poda de Árvore - SMAPA
Solicita Execução de serviços de limpeza e roçagem no Canteiro Central da Avenida Braz de Pina,SERVIÇO,Manutenção de Jardins e Canteiros
Solicita implantação de 02 (dois) pontos de ônibus com cobertura na Avenida Francisco Rodrigues Filhos,IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
Solicita de 02 tendas para a Festa Natalina organizada pela liderança do bairro Santo Ângelo,SERVIÇO,Disponibilização de Tenda/Tablado
Solicita autorização para fechamento parcial da Rua Capitão Francisco de Almeida,EVENTO,Fechamento de rua
Solicita estudo topográfico para abertura de rua,ATENDIMENTO,Abertura de Rua/Via - SMSUZ
Solicita poda de árvore,SERVIÇO,Poda de Árvore - SMAPA
Solicita supressão de árvore ou poda,SERVIÇO,Poda de Árvore - SMAPA
Solicita implantação de painel eletrônico de senha na Unidade de Saúde da Família Novo Horizonte,IMPLANTAÇÃO,Outros
Solicita limpeza e roçagem da Rua José Paniágua Sanches,SERVIÇO,Limpeza Pública - SMSUZ
Solicita disponibilização de ambulância para realização do evento: 2° estapa da corrida infantil Professora Sônia Maria Isilda Mathias de Faria,EVENTO,Ambulância para evento - SMS
"Solicita serviços de limpeza, manutenção e conservação da calçada em toda extensão do imóvel localizado no cruzamento das Ruas Hildebrando Alves Paranhos com Mário Yoshida",VISTORIA,Manutenção de Calçada
Soicita providências para NUBEA,SERVIÇO,Outros
Solicita manutenção da Estrada Municipal localizada na região da Volta Fria,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita manutenção de iluminação pública,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita ações sobre caso de cães deixados soltos na rus,SERVIÇO,Outros
Solicita instação de semáforo,IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"Solicita construção de duas coberturas para ponto de ônibus na Rodovia Engenheiro Candido Rego Chaves, KM 52,5, Jd Nove de Julho",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
Solicita realização de estudos para instalação de luminárias em toda extensão da travessa Benedito Rodrigues Cardoso,IMPLANTAÇÃO,Implantação de Iluminação Pública - SMSUZ
Solicita Inclusão de pista de atletismo moderno quando da criação do Parque Náutico Mogiano,IMPLANTAÇÃO,Implantação de Área de Lazer
Solicita realização de estudos para manutenção com material fresado de asfalto na Avenida Líbano trecho de terra entre as ruas Pedro Paulo dos Santos e Rua Manoel Fernandes,IMPLANTAÇÃO,Implantação de Pavimentação/Asfalto - SMSUZ
"Solicita reparos em buraco na Rua Boracéia, 152 - Conjunto Nova Bertioguinha",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicita visita técnica para averiguação, orientação e tomadas de providências cabíveis, agendamento e castração de animais",ATENDIMENTO,Outros
Solicita estudo técnico para implantação de sarjeta ao longo da via,IMPLANTAÇÃO,Implantação de Guias/sarjetas - SMUZ
"Solicita visita técnica para averiguação, orientação e tomadas de providências cabíveis, agendamento e castração de animais, orientações quanto aos cuidados de saúde e bem-estar animal",ATENDIMENTO,Outros
Solicita limpeza e roçagem na Rua Antônio Bento de Souza,SERVIÇO,Limpeza Pública - SMSUZ
Solicita instalação de lombada elevada e semáforo na Avenida Francisco Rodrigues Filho,IMPLANTAÇÃO,Implantação de Lombada - SMMT
"Solicita retirada de sofás descartados irregularmente na Avenida Japão, 8.071",SERVIÇO,Limpeza Pública - SMSUZ
